,company_Index,memberid,value
41909,20955,sky2,0
41910,20956,sky,0
41911,20956,sky2,0
41912,20957,sky,0
41913,20957,sky2,0
41914,20958,sky,0
41915,20958,sky2,0
41916,20959,sky,0
41917,20959,sky2,0
41918,20960,sky,0
41919,20960,sky2,0
41920,20961,sky,0
41921,20961,sky2,0
41922,20962,sky,0
41923,20962,sky2,0
41924,20963,sky,0
41925,20963,sky2,0
41926,20964,sky,0
41927,20964,sky2,0
41928,20965,sky,0
41929,20965,sky2,0
41930,20966,sky,0
41931,20966,sky2,0
41932,20967,sky,0
41933,20967,sky2,0
41934,20968,sky,0
41935,20968,sky2,0
41936,20969,sky,0
41937,20969,sky2,0
41938,20970,sky,0
41939,20970,sky2,0
41940,20971,sky,0
41941,20971,sky2,0
41942,20972,sky,0
41943,20972,sky2,0
41944,20973,sky,0
41945,20973,sky2,0
41946,20974,sky,0
41947,20974,sky2,0
41948,20975,sky,0
41949,20975,sky2,0
41950,20976,sky,0
41951,20976,sky2,0
41952,20977,sky,0
41953,20977,sky2,0
41954,20978,sky,0
41955,20978,sky2,0
41956,20979,sky,0
41957,20979,sky2,0
41958,20980,sky,0
41959,20980,sky2,0
41960,20981,sky,0
41961,20981,sky2,0
41962,20982,sky,0
41963,20982,sky2,0
41964,20983,sky,0
41965,20983,sky2,0
41966,20984,sky,0
41967,20984,sky2,0
41968,20985,sky,0
41969,20985,sky2,0
41970,20986,sky,0
41971,20986,sky2,0
41972,20987,sky,0
41973,20987,sky2,0
41974,20988,sky,0
41975,20988,sky2,0
41976,20989,sky,0
41977,20989,sky2,0
41978,20990,sky,0
41979,20990,sky2,0
41980,20991,sky,0
41981,20991,sky2,0
41982,20992,sky,0
41983,20992,sky2,0
41984,20993,sky,0
41985,20993,sky2,0
41986,20994,sky,0
41987,20994,sky2,0
41988,20995,sky,0
41989,20995,sky2,0
41990,20996,sky,0
41991,20996,sky2,0
41992,20997,sky,0
41993,20997,sky2,0
41994,20998,sky,0
41995,20998,sky2,0
41996,20999,sky,0
41997,20999,sky2,0
41998,21000,sky,0
41999,21000,sky2,0
42000,21001,sky,0
42001,21001,sky2,0
42002,21002,sky,0
42003,21002,sky2,0
42004,21003,sky,0
42005,21003,sky2,0
42006,21004,sky,0
42007,21004,sky2,0
42008,21005,sky,0
42009,21005,sky2,0
42010,21006,sky,0
42011,21006,sky2,0
42012,21007,sky,0
42013,21007,sky2,0
42014,21008,sky,0
42015,21008,sky2,0
42016,21009,sky,0
42017,21009,sky2,0
42018,21010,sky,0
42019,21010,sky2,0
42020,21011,sky,0
42021,21011,sky2,0
42022,21012,sky,0
42023,21012,sky2,0
42024,21013,sky,0
42025,21013,sky2,0
42026,21014,sky,0
42027,21014,sky2,0
42028,21015,sky,0
42029,21015,sky2,0
42030,21016,sky,0
42031,21016,sky2,0
42032,21017,sky,0
42033,21017,sky2,0
42034,21018,sky,0
42035,21018,sky2,0
42036,21019,sky,0
42037,21019,sky2,0
42038,21020,sky,0
42039,21020,sky2,0
42040,21021,sky,0
42041,21021,sky2,0
42042,21022,sky,0
42043,21022,sky2,0
42044,21023,sky,0
42045,21023,sky2,0
42046,21024,sky,0
42047,21024,sky2,0
42048,21025,sky,0
42049,21025,sky2,0
42050,21026,sky,0
42051,21026,sky2,0
42052,21027,sky,0
42053,21027,sky2,0
42054,21028,sky,0
42055,21028,sky2,0
42056,21029,sky,0
42057,21029,sky2,0
42058,21030,sky,0
42059,21030,sky2,0
42060,21031,sky,0
42061,21031,sky2,0
42062,21032,sky,0
42063,21032,sky2,0
42064,21033,sky,0
42065,21033,sky2,0
42066,21034,sky,0
42067,21034,sky2,0
42068,21035,sky,0
42069,21035,sky2,0
42070,21036,sky,0
42071,21036,sky2,0
42072,21037,sky,0
42073,21037,sky2,0
42074,21038,sky,0
42075,21038,sky2,0
42076,21039,sky,0
42077,21039,sky2,0
42078,21040,sky,0
42079,21040,sky2,0
42080,21041,sky,0
42081,21041,sky2,0
42082,21042,sky,0
42083,21042,sky2,0
42084,21043,sky,0
42085,21043,sky2,0
42086,21044,sky,0
42087,21044,sky2,0
42088,21045,sky,0
42089,21045,sky2,0
42090,21046,sky,0
42091,21046,sky2,0
42092,21047,sky,0
42093,21047,sky2,0
42094,21048,sky,0
42095,21048,sky2,0
42096,21049,sky,0
42097,21049,sky2,0
42098,21050,sky,0
42099,21050,sky2,0
42100,21051,sky,0
42101,21051,sky2,0
42102,21052,sky,0
42103,21052,sky2,0
42104,21053,sky,0
42105,21053,sky2,0
42106,21054,sky,0
42107,21054,sky2,0
42108,21055,sky,0
42109,21055,sky2,0
42110,21056,sky,0
42111,21056,sky2,0
42112,21057,sky,0
42113,21057,sky2,0
42114,21058,sky,0
42115,21058,sky2,0
42116,21059,sky,0
42117,21059,sky2,0
42118,21060,sky,0
42119,21060,sky2,0
42120,21061,sky,0
42121,21061,sky2,0
42122,21062,sky,0
42123,21062,sky2,0
42124,21063,sky,0
42125,21063,sky2,0
42126,21064,sky,0
42127,21064,sky2,0
42128,21065,sky,0
42129,21065,sky2,0
42130,21066,sky,0
42131,21066,sky2,0
42132,21067,sky,0
42133,21067,sky2,0
42134,21068,sky,0
42135,21068,sky2,0
42136,21069,sky,0
42137,21069,sky2,0
42138,21070,sky,0
42139,21070,sky2,0
42140,21071,sky,0
42141,21071,sky2,0
42142,21072,sky,0
42143,21072,sky2,0
42144,21073,sky,0
42145,21073,sky2,0
42146,21074,sky,0
42147,21074,sky2,0
42148,21075,sky,0
42149,21075,sky2,0
42150,21076,sky,0
42151,21076,sky2,0
42152,21077,sky,0
42153,21077,sky2,0
42154,21078,sky,0
42155,21078,sky2,0
42156,21079,sky,0
42157,21079,sky2,0
42158,21080,sky,0
42159,21080,sky2,0
42160,21081,sky,0
42161,21081,sky2,0
42162,21082,sky,0
42163,21082,sky2,0
42164,21083,sky,0
42165,21083,sky2,0
42166,21084,sky,0
42167,21084,sky2,0
42168,21085,sky,0
42169,21085,sky2,0
42170,21086,sky,0
42171,21086,sky2,0
42172,21087,sky,0
42173,21087,sky2,0
42174,21088,sky,0
42175,21088,sky2,0
42176,21089,sky,0
42177,21089,sky2,0
42178,21090,sky,0
42179,21090,sky2,0
42180,21091,sky,0
42181,21091,sky2,0
42182,21092,sky,0
42183,21092,sky2,0
42184,21093,sky,0
42185,21093,sky2,0
42186,21094,sky,0
42187,21094,sky2,0
42188,21095,sky,0
42189,21095,sky2,0
42190,21096,sky,0
42191,21096,sky2,0
42192,21097,sky,0
42193,21097,sky2,0
42194,21098,sky,0
42195,21098,sky2,0
42196,21099,sky,0
42197,21099,sky2,0
42198,21100,sky,0
42199,21100,sky2,0
42200,21101,sky,0
42201,21101,sky2,0
42202,21102,sky,0
42203,21102,sky2,0
42204,21103,sky,0
42205,21103,sky2,0
42206,21104,sky,0
42207,21104,sky2,0
42208,21105,sky,0
42209,21105,sky2,0
42210,21106,sky,0
42211,21106,sky2,0
42212,21107,sky,0
42213,21107,sky2,0
42214,21108,sky,0
42215,21108,sky2,0
42216,21109,sky,0
42217,21109,sky2,0
42218,21110,sky,0
42219,21110,sky2,0
42220,21111,sky,0
42221,21111,sky2,0
42222,21112,sky,0
42223,21112,sky2,0
42224,21113,sky,0
42225,21113,sky2,0
42226,21114,sky,0
42227,21114,sky2,0
42228,21115,sky,0
42229,21115,sky2,0
42230,21116,sky,0
42231,21116,sky2,0
42232,21117,sky,0
42233,21117,sky2,0
42234,21118,sky,0
42235,21118,sky2,0
42236,21119,sky,0
42237,21119,sky2,0
42238,21120,sky,0
42239,21120,sky2,0
42240,21121,sky,0
42241,21121,sky2,0
42242,21122,sky,0
42243,21122,sky2,0
42244,21123,sky,0
42245,21123,sky2,0
42246,21124,sky,0
42247,21124,sky2,0
42248,21125,sky,0
42249,21125,sky2,0
42250,21126,sky,0
42251,21126,sky2,0
42252,21127,sky,0
42253,21127,sky2,0
42254,21128,sky,0
42255,21128,sky2,0
42256,21129,sky,0
42257,21129,sky2,0
42258,21130,sky,0
42259,21130,sky2,0
42260,21131,sky,0
42261,21131,sky2,0
42262,21132,sky,0
42263,21132,sky2,0
42264,21133,sky,0
42265,21133,sky2,0
42266,21134,sky,0
42267,21134,sky2,0
42268,21135,sky,0
42269,21135,sky2,0
42270,21136,sky,0
42271,21136,sky2,0
42272,21137,sky,0
42273,21137,sky2,0
42274,21138,sky,0
42275,21138,sky2,0
42276,21139,sky,0
42277,21139,sky2,0
42278,21140,sky,0
42279,21140,sky2,0
42280,21141,sky,0
42281,21141,sky2,0
42282,21142,sky,0
42283,21142,sky2,0
42284,21143,sky,0
42285,21143,sky2,0
42286,21144,sky,0
42287,21144,sky2,0
42288,21145,sky,0
42289,21145,sky2,0
42290,21146,sky,0
42291,21146,sky2,0
42292,21147,sky,0
42293,21147,sky2,0
42294,21148,sky,0
42295,21148,sky2,0
42296,21149,sky,0
42297,21149,sky2,0
42298,21150,sky,0
42299,21150,sky2,0
42300,21151,sky,0
42301,21151,sky2,0
42302,21152,sky,0
42303,21152,sky2,0
42304,21153,sky,0
42305,21153,sky2,0
42306,21154,sky,0
42307,21154,sky2,0
42308,21155,sky,0
42309,21155,sky2,0
42310,21156,sky,0
42311,21156,sky2,0
42312,21157,sky,0
42313,21157,sky2,0
42314,21158,sky,0
42315,21158,sky2,0
42316,21159,sky,0
42317,21159,sky2,0
42318,21160,sky,0
42319,21160,sky2,0
42320,21161,sky,0
42321,21161,sky2,0
42322,21162,sky,0
42323,21162,sky2,0
42324,21163,sky,0
42325,21163,sky2,0
42326,21164,sky,0
42327,21164,sky2,0
42328,21165,sky,0
42329,21165,sky2,0
42330,21166,sky,0
42331,21166,sky2,0
42332,21167,sky,0
42333,21167,sky2,0
42334,21168,sky,0
42335,21168,sky2,0
42336,21169,sky,0
42337,21169,sky2,0
42338,21170,sky,0
42339,21170,sky2,0
42340,21171,sky,0
42341,21171,sky2,0
42342,21172,sky,0
42343,21172,sky2,0
42344,21173,sky,0
42345,21173,sky2,0
42346,21174,sky,0
42347,21174,sky2,0
42348,21175,sky,0
42349,21175,sky2,0
42350,21176,sky,0
42351,21176,sky2,0
42352,21177,sky,0
42353,21177,sky2,0
42354,21178,sky,0
42355,21178,sky2,0
42356,21179,sky,0
42357,21179,sky2,0
42358,21180,sky,0
42359,21180,sky2,0
42360,21181,sky,0
42361,21181,sky2,0
42362,21182,sky,0
42363,21182,sky2,0
42364,21183,sky,0
42365,21183,sky2,0
42366,21184,sky,0
42367,21184,sky2,0
42368,21185,sky,0
42369,21185,sky2,0
42370,21186,sky,0
42371,21186,sky2,0
42372,21187,sky,0
42373,21187,sky2,0
42374,21188,sky,0
42375,21188,sky2,0
42376,21189,sky,0
42377,21189,sky2,0
42378,21190,sky,0
42379,21190,sky2,0
42380,21191,sky,0
42381,21191,sky2,0
42382,21192,sky,0
42383,21192,sky2,0
42384,21193,sky,0
42385,21193,sky2,0
42386,21194,sky,0
42387,21194,sky2,0
42388,21195,sky,0
42389,21195,sky2,0
42390,21196,sky,0
42391,21196,sky2,0
42392,21197,sky,0
42393,21197,sky2,0
42394,21198,sky,0
42395,21198,sky2,0
42396,21199,sky,0
42397,21199,sky2,0
42398,21200,sky,0
42399,21200,sky2,0
42400,21201,sky,0
42401,21201,sky2,0
42402,21202,sky,0
42403,21202,sky2,0
42404,21203,sky,0
42405,21203,sky2,0
42406,21204,sky,0
42407,21204,sky2,0
42408,21205,sky,0
42409,21205,sky2,0
42410,21206,sky,0
42411,21206,sky2,0
42412,21207,sky,0
42413,21207,sky2,0
42414,21208,sky,0
42415,21208,sky2,0
42416,21209,sky,0
42417,21209,sky2,0
42418,21210,sky,0
42419,21210,sky2,0
42420,21211,sky,0
42421,21211,sky2,0
42422,21212,sky,0
42423,21212,sky2,0
42424,21213,sky,0
42425,21213,sky2,0
42426,21214,sky,0
42427,21214,sky2,0
42428,21215,sky,0
42429,21215,sky2,0
42430,21216,sky,0
42431,21216,sky2,0
42432,21217,sky,0
42433,21217,sky2,0
42434,21218,sky,0
42435,21218,sky2,0
42436,21219,sky,0
42437,21219,sky2,0
42438,21220,sky,0
42439,21220,sky2,0
42440,21221,sky,0
42441,21221,sky2,0
42442,21222,sky,0
42443,21222,sky2,0
42444,21223,sky,0
42445,21223,sky2,0
42446,21224,sky,0
42447,21224,sky2,0
42448,21225,sky,0
42449,21225,sky2,0
42450,21226,sky,0
42451,21226,sky2,0
42452,21227,sky,0
42453,21227,sky2,0
42454,21228,sky,0
42455,21228,sky2,0
42456,21229,sky,0
42457,21229,sky2,0
42458,21230,sky,0
42459,21230,sky2,0
42460,21231,sky,0
42461,21231,sky2,0
42462,21232,sky,0
42463,21232,sky2,0
42464,21233,sky,0
42465,21233,sky2,0
42466,21234,sky,0
42467,21234,sky2,0
42468,21235,sky,0
42469,21235,sky2,0
42470,21236,sky,0
42471,21236,sky2,0
42472,21237,sky,0
42473,21237,sky2,0
42474,21238,sky,0
42475,21238,sky2,0
42476,21239,sky,0
42477,21239,sky2,0
42478,21240,sky,0
42479,21240,sky2,0
42480,21241,sky,0
42481,21241,sky2,0
42482,21242,sky,0
42483,21242,sky2,0
42484,21243,sky,0
42485,21243,sky2,0
42486,21244,sky,0
42487,21244,sky2,0
42488,21245,sky,0
42489,21245,sky2,0
42490,21246,sky,0
42491,21246,sky2,0
42492,21247,sky,0
42493,21247,sky2,0
42494,21248,sky,0
42495,21248,sky2,0
42496,21249,sky,0
42497,21249,sky2,0
42498,21250,sky,0
42499,21250,sky2,0
42500,21251,sky,0
42501,21251,sky2,0
42502,21252,sky,0
42503,21252,sky2,0
42504,21253,sky,0
42505,21253,sky2,0
42506,21254,sky,0
42507,21254,sky2,0
42508,21255,sky,0
42509,21255,sky2,0
42510,21256,sky,0
42511,21256,sky2,0
42512,21257,sky,0
42513,21257,sky2,0
42514,21258,sky,0
42515,21258,sky2,0
42516,21259,sky,0
42517,21259,sky2,0
42518,21260,sky,0
42519,21260,sky2,0
42520,21261,sky,0
42521,21261,sky2,0
42522,21262,sky,0
42523,21262,sky2,0
42524,21263,sky,0
42525,21263,sky2,0
42526,21264,sky,0
42527,21264,sky2,0
42528,21265,sky,0
42529,21265,sky2,0
42530,21266,sky,0
42531,21266,sky2,0
42532,21267,sky,0
42533,21267,sky2,0
42534,21268,sky,0
42535,21268,sky2,0
42536,21269,sky,0
42537,21269,sky2,0
42538,21270,sky,0
42539,21270,sky2,0
42540,21271,sky,0
42541,21271,sky2,0
42542,21272,sky,0
42543,21272,sky2,0
42544,21273,sky,0
42545,21273,sky2,0
42546,21274,sky,0
42547,21274,sky2,0
42548,21275,sky,0
42549,21275,sky2,0
42550,21276,sky,0
42551,21276,sky2,0
42552,21277,sky,0
42553,21277,sky2,0
42554,21278,sky,0
42555,21278,sky2,0
42556,21279,sky,0
42557,21279,sky2,0
42558,21280,sky,0
42559,21280,sky2,0
42560,21281,sky,0
42561,21281,sky2,0
42562,21282,sky,0
42563,21282,sky2,0
42564,21283,sky,0
42565,21283,sky2,0
42566,21284,sky,0
42567,21284,sky2,0
42568,21285,sky,0
42569,21285,sky2,0
42570,21286,sky,0
42571,21286,sky2,0
42572,21287,sky,0
42573,21287,sky2,0
42574,21288,sky,0
42575,21288,sky2,0
42576,21289,sky,0
42577,21289,sky2,0
42578,21290,sky,0
42579,21290,sky2,0
42580,21291,sky,0
42581,21291,sky2,0
42582,21292,sky,0
42583,21292,sky2,0
42584,21293,sky,0
42585,21293,sky2,0
42586,21294,sky,0
42587,21294,sky2,0
42588,21295,sky,0
42589,21295,sky2,0
42590,21296,sky,0
42591,21296,sky2,0
42592,21297,sky,0
42593,21297,sky2,0
42594,21298,sky,0
42595,21298,sky2,0
42596,21299,sky,0
42597,21299,sky2,0
42598,21300,sky,0
42599,21300,sky2,0
42600,21301,sky,0
42601,21301,sky2,0
42602,21302,sky,0
42603,21302,sky2,0
42604,21303,sky,0
42605,21303,sky2,0
42606,21304,sky,0
42607,21304,sky2,0
42608,21305,sky,0
42609,21305,sky2,0
42610,21306,sky,0
42611,21306,sky2,0
42612,21307,sky,0
42613,21307,sky2,0
42614,21308,sky,0
42615,21308,sky2,0
42616,21309,sky,0
42617,21309,sky2,0
42618,21310,sky,0
42619,21310,sky2,0
42620,21311,sky,0
42621,21311,sky2,0
42622,21312,sky,0
42623,21312,sky2,0
42624,21313,sky,0
42625,21313,sky2,0
42626,21314,sky,0
42627,21314,sky2,0
42628,21315,sky,0
42629,21315,sky2,0
42630,21316,sky,0
42631,21316,sky2,0
42632,21317,sky,0
42633,21317,sky2,0
42634,21318,sky,0
42635,21318,sky2,0
42636,21319,sky,0
42637,21319,sky2,0
42638,21320,sky,0
42639,21320,sky2,0
42640,21321,sky,0
42641,21321,sky2,0
42642,21322,sky,0
42643,21322,sky2,0
42644,21323,sky,0
42645,21323,sky2,0
42646,21324,sky,0
42647,21324,sky2,0
42648,21325,sky,0
42649,21325,sky2,0
42650,21326,sky,0
42651,21326,sky2,0
42652,21327,sky,0
42653,21327,sky2,0
42654,21328,sky,0
42655,21328,sky2,0
42656,21329,sky,0
42657,21329,sky2,0
42658,21330,sky,0
42659,21330,sky2,0
42660,21331,sky,0
42661,21331,sky2,0
42662,21332,sky,0
42663,21332,sky2,0
42664,21333,sky,0
42665,21333,sky2,0
42666,21334,sky,0
42667,21334,sky2,0
42668,21335,sky,0
42669,21335,sky2,0
42670,21336,sky,0
42671,21336,sky2,0
42672,21337,sky,0
42673,21337,sky2,0
42674,21338,sky,0
42675,21338,sky2,0
42676,21339,sky,0
42677,21339,sky2,0
42678,21340,sky,0
42679,21340,sky2,0
42680,21341,sky,0
42681,21341,sky2,0
42682,21342,sky,0
42683,21342,sky2,0
42684,21343,sky,0
42685,21343,sky2,0
42686,21344,sky,0
42687,21344,sky2,0
42688,21345,sky,0
42689,21345,sky2,0
42690,21346,sky,0
42691,21346,sky2,0
42692,21347,sky,0
42693,21347,sky2,0
42694,21348,sky,0
42695,21348,sky2,0
42696,21349,sky,0
42697,21349,sky2,0
42698,21350,sky,0
42699,21350,sky2,0
42700,21351,sky,0
42701,21351,sky2,0
42702,21352,sky,0
42703,21352,sky2,0
42704,21353,sky,0
42705,21353,sky2,0
42706,21354,sky,0
42707,21354,sky2,0
42708,21355,sky,0
42709,21355,sky2,0
42710,21356,sky,0
42711,21356,sky2,0
42712,21357,sky,0
42713,21357,sky2,0
42714,21358,sky,0
42715,21358,sky2,0
42716,21359,sky,0
42717,21359,sky2,0
42718,21360,sky,0
42719,21360,sky2,0
42720,21361,sky,0
42721,21361,sky2,0
42722,21362,sky,0
42723,21362,sky2,0
42724,21363,sky,0
42725,21363,sky2,0
42726,21364,sky,0
42727,21364,sky2,0
42728,21365,sky,0
42729,21365,sky2,0
42730,21366,sky,0
42731,21366,sky2,0
42732,21367,sky,0
42733,21367,sky2,0
42734,21368,sky,0
42735,21368,sky2,0
42736,21369,sky,0
42737,21369,sky2,0
42738,21370,sky,0
42739,21370,sky2,0
42740,21371,sky,0
42741,21371,sky2,0
42742,21372,sky,0
42743,21372,sky2,0
42744,21373,sky,0
42745,21373,sky2,0
42746,21374,sky,0
42747,21374,sky2,0
42748,21375,sky,0
42749,21375,sky2,0
42750,21376,sky,0
42751,21376,sky2,0
42752,21377,sky,0
42753,21377,sky2,0
42754,21378,sky,0
42755,21378,sky2,0
42756,21379,sky,0
42757,21379,sky2,0
42758,21380,sky,0
42759,21380,sky2,0
42760,21381,sky,0
42761,21381,sky2,0
42762,21382,sky,0
42763,21382,sky2,0
42764,21383,sky,0
42765,21383,sky2,0
42766,21384,sky,0
42767,21384,sky2,0
42768,21385,sky,0
42769,21385,sky2,0
42770,21386,sky,0
42771,21386,sky2,0
42772,21387,sky,0
42773,21387,sky2,0
42774,21388,sky,0
42775,21388,sky2,0
42776,21389,sky,0
42777,21389,sky2,0
42778,21390,sky,0
42779,21390,sky2,0
42780,21391,sky,0
42781,21391,sky2,0
42782,21392,sky,0
42783,21392,sky2,0
42784,21393,sky,0
42785,21393,sky2,0
42786,21394,sky,0
42787,21394,sky2,0
42788,21395,sky,0
42789,21395,sky2,0
42790,21396,sky,0
42791,21396,sky2,0
42792,21397,sky,0
42793,21397,sky2,0
42794,21398,sky,0
42795,21398,sky2,0
42796,21399,sky,0
42797,21399,sky2,0
42798,21400,sky,0
42799,21400,sky2,0
42800,21401,sky,0
42801,21401,sky2,0
42802,21402,sky,0
42803,21402,sky2,0
42804,21403,sky,0
42805,21403,sky2,0
42806,21404,sky,0
42807,21404,sky2,0
42808,21405,sky,0
42809,21405,sky2,0
42810,21406,sky,0
42811,21406,sky2,0
42812,21407,sky,0
42813,21407,sky2,0
42814,21408,sky,0
42815,21408,sky2,0
42816,21409,sky,0
42817,21409,sky2,0
42818,21410,sky,0
42819,21410,sky2,0
42820,21411,sky,0
42821,21411,sky2,0
42822,21412,sky,0
42823,21412,sky2,0
42824,21413,sky,0
42825,21413,sky2,0
42826,21414,sky,0
42827,21414,sky2,0
42828,21415,sky,0
42829,21415,sky2,0
42830,21416,sky,0
42831,21416,sky2,0
42832,21417,sky,0
42833,21417,sky2,0
42834,21418,sky,0
42835,21418,sky2,0
42836,21419,sky,0
42837,21419,sky2,0
42838,21420,sky,0
42839,21420,sky2,0
42840,21421,sky,0
42841,21421,sky2,0
42842,21422,sky,0
42843,21422,sky2,0
42844,21423,sky,0
42845,21423,sky2,0
42846,21424,sky,0
42847,21424,sky2,0
42848,21425,sky,0
42849,21425,sky2,0
42850,21426,sky,0
42851,21426,sky2,0
42852,21427,sky,0
42853,21427,sky2,0
42854,21428,sky,0
42855,21428,sky2,0
42856,21429,sky,0
42857,21429,sky2,0
42858,21430,sky,0
42859,21430,sky2,0
42860,21431,sky,0
42861,21431,sky2,0
42862,21432,sky,0
42863,21432,sky2,0
42864,21433,sky,0
42865,21433,sky2,0
42866,21434,sky,0
42867,21434,sky2,0
42868,21435,sky,0
42869,21435,sky2,0
42870,21436,sky,0
42871,21436,sky2,0
42872,21437,sky,0
42873,21437,sky2,0
42874,21438,sky,0
42875,21438,sky2,0
42876,21439,sky,0
42877,21439,sky2,0
42878,21440,sky,0
42879,21440,sky2,0
42880,21441,sky,0
42881,21441,sky2,0
42882,21442,sky,0
42883,21442,sky2,0
42884,21443,sky,0
42885,21443,sky2,0
42886,21444,sky,0
42887,21444,sky2,0
42888,21445,sky,0
42889,21445,sky2,0
42890,21446,sky,0
42891,21446,sky2,0
42892,21447,sky,0
42893,21447,sky2,0
42894,21448,sky,0
42895,21448,sky2,0
42896,21449,sky,0
42897,21449,sky2,0
42898,21450,sky,0
42899,21450,sky2,0
42900,21451,sky,0
42901,21451,sky2,0
42902,21452,sky,0
42903,21452,sky2,0
42904,21453,sky,0
42905,21453,sky2,0
42906,21454,sky,0
42907,21454,sky2,0
42908,21455,sky,0
42909,21455,sky2,0
42910,21456,sky,0
42911,21456,sky2,0
42912,21457,sky,0
42913,21457,sky2,0
42914,21458,sky,0
42915,21458,sky2,0
42916,21459,sky,0
42917,21459,sky2,0
42918,21460,sky,0
42919,21460,sky2,0
42920,21461,sky,0
42921,21461,sky2,0
42922,21462,sky,0
42923,21462,sky2,0
42924,21463,sky,0
42925,21463,sky2,0
42926,21464,sky,0
42927,21464,sky2,0
42928,21465,sky,0
42929,21465,sky2,0
42930,21466,sky,0
42931,21466,sky2,0
42932,21467,sky,0
42933,21467,sky2,0
42934,21468,sky,0
42935,21468,sky2,0
42936,21469,sky,0
42937,21469,sky2,0
42938,21470,sky,0
42939,21470,sky2,0
42940,21471,sky,0
42941,21471,sky2,0
42942,21472,sky,0
42943,21472,sky2,0
42944,21473,sky,0
42945,21473,sky2,0
42946,21474,sky,0
42947,21474,sky2,0
42948,21475,sky,0
42949,21475,sky2,0
42950,21476,sky,0
42951,21476,sky2,0
42952,21477,sky,0
42953,21477,sky2,0
42954,21478,sky,0
42955,21478,sky2,0
42956,21479,sky,0
42957,21479,sky2,0
42958,21480,sky,0
42959,21480,sky2,0
42960,21481,sky,0
42961,21481,sky2,0
42962,21482,sky,0
42963,21482,sky2,0
42964,21483,sky,0
42965,21483,sky2,0
42966,21484,sky,0
42967,21484,sky2,0
42968,21485,sky,0
42969,21485,sky2,0
42970,21486,sky,0
42971,21486,sky2,0
42972,21487,sky,0
42973,21487,sky2,0
42974,21488,sky,0
42975,21488,sky2,0
42976,21489,sky,0
42977,21489,sky2,0
42978,21490,sky,0
42979,21490,sky2,0
42980,21491,sky,0
42981,21491,sky2,0
42982,21492,sky,0
42983,21492,sky2,0
42984,21493,sky,0
42985,21493,sky2,0
42986,21494,sky,0
42987,21494,sky2,0
42988,21495,sky,0
42989,21495,sky2,0
42990,21496,sky,0
42991,21496,sky2,0
42992,21497,sky,0
42993,21497,sky2,0
42994,21498,sky,0
42995,21498,sky2,0
42996,21499,sky,0
42997,21499,sky2,0
42998,21500,sky,0
42999,21500,sky2,0
43000,21501,sky,0
43001,21501,sky2,0
43002,21502,sky,0
43003,21502,sky2,0
43004,21503,sky,0
43005,21503,sky2,0
43006,21504,sky,0
43007,21504,sky2,0
43008,21505,sky,0
43009,21505,sky2,0
43010,21506,sky,0
43011,21506,sky2,0
43012,21507,sky,0
43013,21507,sky2,0
43014,21508,sky,0
43015,21508,sky2,0
43016,21509,sky,0
43017,21509,sky2,0
43018,21510,sky,0
43019,21510,sky2,0
43020,21511,sky,0
43021,21511,sky2,0
43022,21512,sky,0
43023,21512,sky2,0
43024,21513,sky,0
43025,21513,sky2,0
43026,21514,sky,0
43027,21514,sky2,0
43028,21515,sky,0
43029,21515,sky2,0
43030,21516,sky,0
43031,21516,sky2,0
43032,21517,sky,0
43033,21517,sky2,0
43034,21518,sky,0
43035,21518,sky2,0
43036,21519,sky,0
43037,21519,sky2,0
43038,21520,sky,0
43039,21520,sky2,0
43040,21521,sky,0
43041,21521,sky2,0
43042,21522,sky,0
43043,21522,sky2,0
43044,21523,sky,0
43045,21523,sky2,0
43046,21524,sky,0
43047,21524,sky2,0
43048,21525,sky,0
43049,21525,sky2,0
43050,21526,sky,0
43051,21526,sky2,0
43052,21527,sky,0
43053,21527,sky2,0
43054,21528,sky,0
43055,21528,sky2,0
43056,21529,sky,0
43057,21529,sky2,0
43058,21530,sky,0
43059,21530,sky2,0
43060,21531,sky,0
43061,21531,sky2,0
43062,21532,sky,0
43063,21532,sky2,0
43064,21533,sky,0
43065,21533,sky2,0
43066,21534,sky,0
43067,21534,sky2,0
43068,21535,sky,0
43069,21535,sky2,0
43070,21536,sky,0
43071,21536,sky2,0
43072,21537,sky,0
43073,21537,sky2,0
43074,21538,sky,0
43075,21538,sky2,0
43076,21539,sky,0
43077,21539,sky2,0
43078,21540,sky,0
43079,21540,sky2,0
43080,21541,sky,0
43081,21541,sky2,0
43082,21542,sky,0
43083,21542,sky2,0
43084,21543,sky,0
43085,21543,sky2,0
43086,21544,sky,0
43087,21544,sky2,0
43088,21545,sky,0
43089,21545,sky2,0
43090,21546,sky,0
43091,21546,sky2,0
43092,21547,sky,0
43093,21547,sky2,0
43094,21548,sky,0
43095,21548,sky2,0
43096,21549,sky,0
43097,21549,sky2,0
43098,21550,sky,0
43099,21550,sky2,0
43100,21551,sky,0
43101,21551,sky2,0
43102,21552,sky,0
43103,21552,sky2,0
43104,21553,sky,0
43105,21553,sky2,0
43106,21554,sky,0
43107,21554,sky2,0
43108,21555,sky,0
43109,21555,sky2,0
43110,21556,sky,0
43111,21556,sky2,0
43112,21557,sky,0
43113,21557,sky2,0
43114,21558,sky,0
43115,21558,sky2,0
43116,21559,sky,0
43117,21559,sky2,0
43118,21560,sky,0
43119,21560,sky2,0
43120,21561,sky,0
43121,21561,sky2,0
43122,21562,sky,0
43123,21562,sky2,0
43124,21563,sky,0
